Time,Signal_uV
0,-0.205
0.0078125,-0.015
0.015625,0.505
0.0234375,1.115
0.03125,1.175
0.0390625,0.335
0.046875,-0.595
0.0546875,-0.425
0.0625,-0.115
0.0703125,-0.065
0.078125,-0.135
0.0859375,-0.135
0.09375,-0.135
0.1015625,-0.125
0.109375,-0.105
0.1171875,-0.105
0.125,-0.085
0.1328125,-0.075
0.140625,-0.095
0.1484375,-0.095
0.15625,-0.045
0.1640625,-0.035
0.171875,-0.025
0.1796875,-0.025
0.1875,-0.005
0.1953125,0.025
0.203125,0.045
0.2109375,0.065
0.21875,0.085
0.2265625,0.115
0.234375,0.135
0.2421875,0.145
0.25,0.165
0.2578125,0.135
0.265625,0.135
0.2734375,0.105
0.28125,0.075
0.2890625,0.045
0.296875,0.015
0.3046875,0.005
0.3125,-0.005
0.3203125,-0.045
0.328125,-0.075
0.3359375,-0.095
0.34375,-0.115
0.3515625,-0.115
0.359375,-0.115
0.3671875,-0.105
0.375,-0.105
0.3828125,-0.105
0.390625,-0.065
0.3984375,-0.075
0.40625,-0.085
0.4140625,-0.075
0.421875,-0.055
0.4296875,-0.055
0.4375,-0.055
0.4453125,-0.045
0.453125,-0.035
0.4609375,-0.055
0.46875,-0.065
0.4765625,-0.045
0.484375,-0.085
0.4921875,-0.085
0.5,-0.085
0.5078125,-0.085
0.515625,-0.095
0.5234375,-0.085
0.53125,-0.095
0.5390625,-0.095
0.546875,-0.095
0.5546875,-0.095
0.5625,-0.055
0.5703125,-0.005
0.578125,-0.025
0.5859375,-0.005
0.59375,0.075
0.6015625,0.085
0.609375,0.045
0.6171875,0.035
0.625,-0.005
0.6328125,-0.055
0.640625,-0.105
0.6484375,-0.145
0.65625,-0.165
0.6640625,-0.155
0.671875,-0.145
0.6796875,-0.135
0.6875,-0.135
0.6953125,-0.145
0.703125,-0.225
0.7109375,-0.165
0.71875,0.255
0.7265625,0.865
0.734375,1.185
0.7421875,0.705
0.75,-0.465
0.7578125,-0.565
0.765625,-0.215
0.7734375,-0.145
0.78125,-0.155
0.7890625,-0.165
0.796875,-0.165
0.8046875,-0.165
0.8125,-0.155
0.8203125,-0.155
0.828125,-0.135
0.8359375,-0.125
0.84375,-0.115
0.8515625,-0.115
0.859375,-0.095
0.8671875,-0.095
0.875,-0.065
0.8828125,-0.035
0.890625,-0.005
0.8984375,-0.015
0.90625,0.065
0.9140625,0.065
0.921875,0.075
0.9296875,0.095
0.9375,0.115
0.9453125,0.135
0.953125,0.145
0.9609375,0.145
0.96875,0.105
0.9765625,0.095
0.984375,0.065
0.9921875,0.055
1,0.015
1.0078125,-0.025
1.015625,-0.055
1.0234375,-0.085
1.03125,-0.105
1.0390625,-0.125
1.046875,-0.135
1.0546875,-0.145
1.0625,-0.125
1.0703125,-0.125
1.078125,-0.125
1.0859375,-0.125
1.09375,-0.115
1.1015625,-0.105
1.109375,-0.105
1.1171875,-0.075
1.125,-0.075
1.1328125,-0.075
1.140625,-0.075
1.1484375,-0.065
1.15625,-0.055
1.1640625,-0.065
1.171875,-0.075
1.1796875,-0.085
1.1875,-0.055
1.1953125,-0.065
1.203125,-0.095
1.2109375,-0.105
1.21875,-0.105
1.2265625,-0.095
1.234375,-0.105
1.2421875,-0.095
1.25,-0.085
1.2578125,-0.025
1.265625,-0.005
1.2734375,-0.015
1.28125,0.055
1.2890625,0.085
1.296875,0.045
1.3046875,0.025
1.3125,-0.025
1.3203125,-0.055
1.328125,-0.105
1.3359375,-0.145
1.34375,-0.165
1.3515625,-0.165
1.359375,-0.165
1.3671875,-0.155
1.375,-0.155
1.3828125,-0.145
1.390625,-0.205
1.3984375,-0.255
1.40625,-0.035
1.4140625,0.515
1.421875,1.105
1.4296875,1.105
1.4375,0.275
1.4453125,-0.755
1.453125,-0.465
1.4609375,-0.155
1.46875,-0.135
1.4765625,-0.155
1.484375,-0.185
1.4921875,-0.185
1.5,-0.165
1.5078125,-0.165
1.515625,-0.165
1.5234375,-0.145
1.53125,-0.145
1.5390625,-0.125
1.546875,-0.115
1.5546875,-0.095
1.5625,-0.095
1.5703125,-0.075
1.578125,-0.045
1.5859375,-0.025
1.59375,-0.005
1.6015625,0.025
1.609375,0.045
1.6171875,0.075
1.625,0.095
1.6328125,0.105
1.640625,0.125
1.6484375,0.125
1.65625,0.135
1.6640625,0.105
1.671875,0.095
1.6796875,0.075
1.6875,0.035
1.6953125,-0.015
1.703125,-0.035
1.7109375,-0.075
1.71875,-0.095
1.7265625,-0.115
1.734375,-0.135
1.7421875,-0.155
1.75,-0.155
1.7578125,-0.155
1.765625,-0.145
1.7734375,-0.145
1.78125,-0.135
1.7890625,-0.135
1.796875,-0.135
1.8046875,-0.105
1.8125,-0.105
1.8203125,-0.095
1.828125,-0.075
1.8359375,-0.085
1.84375,-0.095
1.8515625,-0.085
1.859375,-0.085
1.8671875,-0.085
1.875,-0.095
1.8828125,-0.105
1.890625,-0.095
1.8984375,-0.105
1.90625,-0.095
1.9140625,-0.105
1.921875,-0.105
1.9296875,-0.115
1.9375,-0.115
1.9453125,-0.115
1.953125,-0.085
1.9609375,-0.025
1.96875,-0.015
1.9765625,-0.005
1.984375,0.055
1.9921875,0.055
2,0.025
2.0078125,-0.005
2.015625,-0.035
2.0234375,-0.095
2.03125,-0.145
2.0390625,-0.155
2.046875,-0.175
2.0546875,-0.185
2.0625,-0.175
2.0703125,-0.175
2.078125,-0.175
2.0859375,-0.165
2.09375,-0.265
2.1015625,-0.185
2.109375,0.255
2.1171875,0.875
2.125,1.195
2.1328125,0.685
2.140625,-0.415
2.1484375,-0.685
2.15625,-0.245
2.1640625,-0.145
2.171875,-0.155
2.1796875,-0.185
2.1875,-0.175
2.1953125,-0.165
2.203125,-0.155
2.2109375,-0.165
2.21875,-0.155
2.2265625,-0.135
2.234375,-0.135
2.2421875,-0.125
2.25,-0.105
2.2578125,-0.095
2.265625,-0.085
2.2734375,-0.065
2.28125,-0.055
2.2890625,-0.035
2.296875,-0.015
2.3046875,0.015
2.3125,0.045
2.3203125,0.085
2.328125,0.115
2.3359375,0.115
2.34375,0.125
2.3515625,0.125
2.359375,0.105
2.3671875,0.095
2.375,0.085
2.3828125,0.055
2.390625,0.035
2.3984375,-0.015
2.40625,-0.055
2.4140625,-0.085
2.421875,-0.125
2.4296875,-0.135
2.4375,-0.155
2.4453125,-0.175
2.453125,-0.155
2.4609375,-0.165
2.46875,-0.155
2.4765625,-0.155
2.484375,-0.155
2.4921875,-0.145
2.5,-0.125
2.5078125,-0.135
2.515625,-0.105
2.5234375,-0.105
2.53125,-0.095
2.5390625,-0.095
2.546875,-0.095
2.5546875,-0.095
2.5625,-0.095
2.5703125,-0.095
2.578125,-0.085
2.5859375,-0.095
2.59375,-0.105
2.6015625,-0.115
2.609375,-0.115
2.6171875,-0.115
2.625,-0.115
2.6328125,-0.135
2.640625,-0.125
2.6484375,-0.135
2.65625,-0.125
2.6640625,-0.125
2.671875,-0.085
2.6796875,-0.045
2.6875,-0.045
2.6953125,-0.005
2.703125,0.055
2.7109375,0.035
2.71875,0.005
2.7265625,-0.015
2.734375,-0.045
2.7421875,-0.085
2.75,-0.145
2.7578125,-0.165
2.765625,-0.175
2.7734375,-0.175
2.78125,-0.175
2.7890625,-0.175
2.796875,-0.175
2.8046875,-0.175
2.8125,-0.265
2.8203125,-0.175
2.828125,0.245
2.8359375,0.815
2.84375,1.125
2.8515625,0.695
2.859375,-0.425
2.8671875,-0.625
2.875,-0.245
2.8828125,-0.145
2.890625,-0.145
2.8984375,-0.175
2.90625,-0.165
2.9140625,-0.175
2.921875,-0.165
2.9296875,-0.165
2.9375,-0.155
2.9453125,-0.165
2.953125,-0.135
2.9609375,-0.125
2.96875,-0.105
2.9765625,-0.085
2.984375,-0.085
2.9921875,-0.065
3,-0.045
3.0078125,-0.035
3.015625,-0.005
3.0234375,0.025
3.03125,0.045
3.0390625,0.065
3.046875,0.085
3.0546875,0.105
