Time,Signal_uV
0,-0.115
0.0078125,-0.125
0.015625,-0.145
0.0234375,-0.155
0.03125,-0.155
0.0390625,-0.165
0.046875,-0.165
0.0546875,-0.145
0.0625,-0.115
0.0703125,-0.075
0.078125,-0.045
0.0859375,-0.025
0.09375,0.025
0.1015625,0.085
0.109375,0.085
0.1171875,0.095
0.125,0.015
0.1328125,-0.015
0.140625,-0.065
0.1484375,-0.135
0.15625,-0.175
0.1640625,-0.215
0.171875,-0.215
0.1796875,-0.185
0.1875,-0.235
0.1953125,-0.485
0.203125,-0.605
0.2109375,-0.315
0.21875,0.415
0.2265625,0.775
0.234375,0.335
0.2421875,-0.205
0.25,-0.355
0.2578125,-0.325
0.265625,-0.205
0.2734375,-0.165
0.28125,-0.165
0.2890625,-0.165
0.296875,-0.155
0.3046875,-0.145
0.3125,-0.155
0.3203125,-0.115
0.328125,-0.115
0.3359375,-0.115
0.34375,-0.085
0.3515625,-0.065
0.359375,-0.065
0.3671875,0.005
0.375,0.015
0.3828125,0.035
0.390625,0.095
0.3984375,0.155
0.40625,0.195
0.4140625,0.235
0.421875,0.275
0.4296875,0.325
0.4375,0.365
0.4453125,0.415
0.453125,0.425
0.4609375,0.375
0.46875,0.325
0.4765625,0.235
0.484375,0.165
0.4921875,0.125
0.5,0.095
0.5078125,0.055
0.515625,0.065
0.5234375,0.045
0.53125,0.065
0.5390625,0.065
0.546875,0.065
0.5546875,0.085
0.5625,0.065
0.5703125,0.085
0.578125,0.145
0.5859375,0.155
0.59375,0.165
0.6015625,0.215
0.609375,0.255
0.6171875,0.305
0.625,0.325
0.6328125,0.325
0.640625,0.295
0.6484375,0.245
0.65625,0.215
0.6640625,0.165
0.671875,0.095
0.6796875,0.095
0.6875,0.065
0.6953125,0.065
0.703125,0.065
0.7109375,-0.125
0.71875,-0.245
0.7265625,-0.025
0.734375,0.525
0.7421875,0.865
0.75,0.635
0.7578125,0.225
0.765625,0.025
0.7734375,0.005
0.78125,0.055
