Time,Signal_uV
0,-0.145
0.0078125,-0.135
0.015625,-0.155
0.0234375,-0.175
0.03125,-0.175
0.0390625,-0.155
0.046875,-0.135
0.0546875,-0.145
0.0625,-0.135
0.0703125,-0.115
0.078125,-0.115
0.0859375,-0.085
0.09375,-0.045
0.1015625,-0.035
0.109375,-0.015
0.1171875,0.045
0.125,0.045
0.1328125,0.005
0.140625,0.015
0.1484375,-0.055
0.15625,-0.095
0.1640625,-0.125
0.171875,-0.135
0.1796875,-0.125
0.1875,-0.105
0.1953125,-0.095
0.203125,-0.085
0.2109375,-0.045
0.21875,0.415
0.2265625,1.065
0.234375,0.995
0.2421875,-0.195
0.25,-0.605
0.2578125,-0.445
0.265625,-0.195
0.2734375,-0.095
0.28125,-0.105
0.2890625,-0.095
0.296875,-0.075
0.3046875,-0.095
0.3125,-0.075
0.3203125,-0.095
0.328125,-0.075
0.3359375,-0.065
0.34375,-0.085
0.3515625,-0.055
0.359375,-0.035
0.3671875,-0.035
0.375,-0.075
0.3828125,0.015
0.390625,-0.015
0.3984375,-0.045
0.40625,-0.015
0.4140625,0.015
0.421875,0.055
0.4296875,0.065
0.4375,0.075
0.4453125,0.055
0.453125,0.125
0.4609375,0.155
0.46875,0.175
0.4765625,0.185
0.484375,0.185
0.4921875,0.235
0.5,0.225
0.5078125,0.245
0.515625,0.265
0.5234375,0.235
0.53125,0.175
0.5390625,0.135
0.546875,0.105
0.5546875,0.015
0.5625,-0.075
0.5703125,-0.045
0.578125,-0.085
0.5859375,-0.105
0.59375,-0.115
0.6015625,-0.105
0.609375,-0.085
0.6171875,-0.165
0.625,-0.205
0.6328125,-0.105
0.640625,-0.105
0.6484375,-0.105
0.65625,-0.115
0.6640625,-0.085
0.671875,-0.105
0.6796875,-0.075
0.6875,-0.075
0.6953125,-0.095
0.703125,-0.095
0.7109375,-0.025
0.71875,-0.085
0.7265625,-0.135
0.734375,-0.065
0.7421875,-0.095
0.75,-0.055
0.7578125,-0.135
0.765625,-0.155
0.7734375,-0.075
0.78125,-0.075
0.7890625,-0.135
0.796875,-0.075
0.8046875,-0.125
0.8125,-0.135
0.8203125,-0.135
0.828125,-0.085
0.8359375,-0.075
0.84375,-0.175
0.8515625,-0.075
0.859375,-0.085
0.8671875,-0.115
0.875,-0.035
0.8828125,-0.075
0.890625,-0.105
0.8984375,-0.125
0.90625,-0.105
0.9140625,-0.075
0.921875,-0.075
0.9296875,-0.085
0.9375,-0.115
0.9453125,-0.075
0.953125,-0.075
0.9609375,0.085
0.96875,-0.185
0.9765625,-0.155
0.984375,-0.065
0.9921875,-0.035
1,-0.015
1.0078125,0.125
1.015625,0.115
1.0234375,-0.085
1.03125,0.075
1.0390625,0.075
1.046875,0.045
1.0546875,0.045
1.0625,-0.005
1.0703125,-0.015
1.078125,-0.025
1.0859375,0.005
1.09375,-0.175
1.1015625,-0.095
1.109375,-0.025
1.1171875,0.045
1.125,0.145
1.1328125,0.685
1.140625,1.365
1.1484375,0.605
1.15625,-0.465
1.1640625,-0.535
1.171875,-0.275
1.1796875,-0.035
1.1875,-0.045
1.1953125,-0.055
1.203125,-0.075
1.2109375,-0.055
1.21875,-0.085
1.2265625,-0.065
1.234375,-0.025
1.2421875,-0.065
1.25,-0.055
1.2578125,-0.005
1.265625,-0.025
1.2734375,-0.015
1.28125,0.005
1.2890625,0.015
1.296875,0.025
1.3046875,0.055
1.3125,0.065
1.3203125,0.085
1.328125,0.095
1.3359375,0.285
1.34375,0.165
1.3515625,0.095
1.359375,0.105
1.3671875,0.165
1.375,0.205
1.3828125,0.255
1.390625,0.265
1.3984375,0.295
1.40625,0.315
1.4140625,0.365
1.421875,0.305
1.4296875,0.285
1.4375,0.245
1.4453125,0.235
1.453125,0.175
1.4609375,0.095
1.46875,0.025
1.4765625,-0.025
1.484375,-0.035
1.4921875,-0.075
1.5,-0.095
1.5078125,-0.095
1.515625,-0.125
1.5234375,-0.095
1.53125,-0.125
1.5390625,-0.115
1.546875,-0.095
1.5546875,-0.125
1.5625,-0.095
1.5703125,-0.095
1.578125,-0.095
1.5859375,-0.075
1.59375,-0.085
1.6015625,-0.085
1.609375,-0.045
1.6171875,-0.075
1.625,-0.075
1.6328125,-0.075
1.640625,-0.065
1.6484375,-0.055
1.65625,-0.075
1.6640625,-0.105
1.671875,-0.085
1.6796875,-0.095
1.6875,-0.075
1.6953125,-0.105
1.703125,-0.105
1.7109375,-0.115
1.71875,-0.075
1.7265625,-0.075
1.734375,-0.085
1.7421875,-0.085
1.75,-0.075
1.7578125,-0.095
1.765625,-0.105
1.7734375,-0.085
1.78125,-0.065
1.7890625,-0.085
1.796875,-0.105
1.8046875,-0.085
1.8125,-0.075
1.8203125,-0.085
1.828125,-0.115
1.8359375,-0.085
1.84375,-0.055
